Name,Temp,BCCmagmom_composition_average,GSmagmom_composition_average,IsBCC_composition_average,ElectricalConductivity_composition_average,BCCmagmom_max_value,ThirdIonizationEnergy_composition_average,NdValence_composition_average,GSestFCClatcnt_composition_average,ElectronAffinity_composition_average,valence_composition_average,valence_difference,GSestBCClatcnt_composition_average,SpaceGroupNumber_difference,SecondIonizationEnergy_composition_average,Electronegativity_arithmetic_average,IsHexagonal_composition_average,BCCefflatcnt_composition_average,HHIp_composition_average,ThirdIonizationEnergy_arithmetic_average,BCCmagmom_arithmetic_average
Bi3Gd4,340,-0.995045947,-0.941899203,-0.94101955,-1.072268955,-1.255162304,-0.738770002,0.289532034,2.589323742,0.183544224,-0.255393438,-0.215461661,2.589323742,1.356657605,-0.622985991,-0.567349632,0.819694757,2.568957909,2.356480578,-0.663534687,-1.155066805
C1Fe3,487,1.465730671,1.508715309,1.385189411,-0.151831141,1.022399734,0.368843808,0.136471213,-1.387525323,-0.390734307,1.078665808,-0.215461661,-1.387525324,-0.520886509,0.156644252,1.487110038,-0.144954839,-1.102264101,-0.81563919,1.089771923,1.646283471
Gd6Mn23,465.5,0.014158773,-0.94151844,1.518879582,-1.106389118,-0.371861304,0.007101655,-0.003922506,-0.314767398,-1.199700596,1.624690057,1.003422116,-0.314767398,-0.674155417,-0.465188993,-1.399760016,-0.27431398,-0.124287001,-0.096360204,-0.224015457,-0.068626366
Gd3Ir1,155,-0.807306262,-0.941899203,-0.94101955,-0.454708952,-0.733877144,-1.397916353,-0.720669388,1.855126258,0.168429643,-0.951424349,-1.434345439,1.855126258,-0.571976145,-1.556755834,-0.248554166,1.3556112,2.042096297,2.795908424,-2.049039376,-0.513897738
Co5Nd1,910,1.18649067,1.055738693,-0.94101955,0.67032364,0.562039002,0.063800827,0.707898279,-0.457527183,-0.007907144,-0.951424349,-1.434345439,-0.457527183,-0.967920822,-0.25980391,-0.921566816,2.105894219,-0.238194025,0.415674255,-0.154954344,1.080050086
Er6Fe23,494,1.607154615,1.649555224,1.518879582,-0.065125519,1.022399734,-0.170328322,0.247308359,-0.303441341,-0.796923053,0.980661455,0.393980228,-0.303441342,-0.520886509,-0.391499221,-0.83301252,-0.27431398,-0.129273923,0.252151537,-0.273453239,1.646283471
Eu1Pt2,92.5,-0.995045947,-0.941899203,0.0928511,-0.368635352,-1.255162304,-2.047863138,0.779326663,0.987789759,1.830227516,-0.410066974,-0.82490355,0.987789758,-0.916831187,-0.237512281,-0.133433581,-0.895237858,1.132216567,1.880433744,-1.816432442,-1.155066805
Co17Gd2,1209,1.347235473,1.202933064,-0.94101955,0.781713006,0.562039002,0.113654995,0.937220984,-0.736544575,0.01807933,-0.951424349,-1.434345439,-0.736544574,-0.967920822,-0.160124146,-0.815301661,2.105894219,-0.502745098,0.199814962,-0.233068209,1.080050086
Np1Se3,18,-0.99501062,-0.941899203,-0.94101955,-0.421292143,-1.255064216,-0.70524481,1.529324688,1.46235453,1.675474352,1.484683839,-1.434345439,1.46235453,-0.354845193,-0.280754924,0.654699654,1.3556112,0.929390608,-0.966692512,-1.496929933,-1.154946159
Dy1N1,22,-0.995045947,-0.941899203,-0.94101955,-1.107855687,-1.255162304,0.383805785,-1.792095138,1.174937067,-0.963652525,-0.139388287,-0.215461661,1.174937068,-0.967920822,0.606483092,1.274579727,2.105894219,0.342580153,1.093125519,0.640495235,-1.155066805
Al1Pr3,16,-0.995045947,-0.941899203,-0.94101955,0.107301029,-1.255162304,-0.686043605,-1.792095138,2.28313256,-0.387031234,-0.951424349,-1.434345439,2.283132561,-0.571976145,-0.892870588,-1.417470875,1.3556112,2.424663526,2.260355736,-0.453586737,-1.155066805
Dy1Rh1,3.8,-0.707185154,-0.941899203,-0.94101955,0.289574536,-0.855519682,-0.359215079,-0.077813937,1.057861837,0.380033786,0.266629745,0.393980228,1.057861837,-0.571976145,-0.471091142,-0.071445574,0.605328181,1.223078499,1.614946087,-0.247867018,-0.663515334
Rh1U1,57,-0.707185154,-0.941899203,-0.94101955,0.441469125,-0.855519682,-1.393042375,0.136471213,0.266179397,-0.148976573,1.484683839,-1.434345439,0.266179397,1.101209426,-1.562601541,0.211928174,-0.895237858,0.470344296,-0.994156753,-1.48391999,-0.663515334
Fe17Gd2,476.5,1.940617387,1.981640917,1.83410693,0.053258533,1.022399734,-0.117494431,0.553763347,-0.626369406,-0.852838776,1.228251398,0.393980228,-0.626369408,-0.520886509,-0.307411347,-0.903855957,-0.579329218,-0.438992359,-0.144210786,-0.38750707,1.646283471
Ce100H283,4.2,-0.995045947,-0.941899203,-0.94101955,-1.130271045,-1.255162304,-2.323028885,-1.680196887,-0.804616307,-0.004091271,-1.939436896,0.393980228,-0.804616306,-0.967920822,-2.723669442,-0.39024104,1.32230882,-1.818840761,-0.510556655,-2.072619897,-1.155066805
Fe17Ho2,327,1.940617387,1.981640917,1.83410693,0.05709587,1.022399734,-0.096418804,0.508650684,-0.643311341,-0.852838776,1.228251398,0.393980228,-0.643311342,-0.520886509,-0.31312168,-0.85072338,-0.579329218,-0.455206431,-0.144210786,-0.267815597,1.646283471
Nd1Pt5,6,-0.995045947,-0.941899203,-0.94101955,-0.190412367,-1.255162304,-2.467644838,1.422182113,0.440794404,2.377929574,-0.27472763,-0.82490355,0.440794403,-0.571976145,-0.025507976,-0.213132448,-0.395049178,0.604134811,1.514243872,-1.970925512,-1.155066805
Er1Ru2,8,-0.994986564,-0.941899203,-0.94101955,0.080972633,-1.255100473,-0.392887084,0.207899596,0.550070646,0.485835858,1.755362526,1.612864005,0.550070647,-0.967920822,-0.419711275,-0.177710729,2.105894219,0.758463616,1.038197038,-0.391681093,-1.154990754
Gd1Os2,66,-0.995045947,-0.941899203,-0.94101955,-0.14585662,-1.255162304,-2.177563835,0.065042829,0.691612704,0.485835858,1.755362526,1.612864005,0.691612703,-0.967920822,-2.499473506,-0.248554166,2.105894219,0.925454695,1.880433744,-2.049039376,-1.155066805
As2Mn3,273,-0.231560637,-0.941611147,0.919947619,-0.953530784,-0.371861304,0.05877723,1.207896963,-0.154581085,-0.766860672,1.647091051,-0.215461661,-0.154581085,-0.316527966,-0.104036865,0.335904188,-0.895237858,-0.183182754,-0.620643083,0.194254201,-0.068626366
Pr1Si1,54,-0.995045947,-0.941899203,-0.94101955,-1.083528249,-1.255162304,-0.302540922,-1.792095138,1.947064762,0.523924604,-0.545406318,-0.82490355,1.947064763,-0.546431327,-0.738029503,-0.903855957,0.605328181,1.55719825,2.026909693,-0.1801069,-1.155066805
Al2Dy1,62,-0.995045947,-0.941899203,-0.94101955,1.923960318,-1.255162304,-0.392373238,-1.792095138,0.973808064,-0.431115431,-0.951424349,-1.434345439,0.973808065,-0.571976145,-0.177964013,-1.258073142,0.105139501,1.164108457,0.452293243,-0.389512769,-1.155066805
Fe5Gd1,470,1.739150295,1.781005811,1.643657074,-0.024340949,1.022399734,-0.173263392,0.422184746,-0.408846193,-0.81905636,1.078665808,0.393980228,-0.408846195,-0.520886509,-0.354332888,-0.903855957,-0.395049178,-0.223014298,0.095258117,-0.38750707,1.646283471
Co7Tm2,640,1.041054895,0.922562833,-0.94101955,0.552183404,0.562039002,0.092717241,0.541232052,-0.370118289,-0.031418715,-0.951424349,-1.434345439,-0.370118289,-0.967920822,-0.270456087,-0.726747365,2.105894219,-0.154634734,0.61097552,0.077652589,1.080050086
Co5La1,840,1.186699259,1.055738693,-0.94101955,0.676399424,0.562039002,0.019942586,0.779326663,-0.418601284,-0.007907144,-0.951424349,-1.434345439,-0.418601284,-0.967920822,-0.249453112,-0.992410253,2.105894219,-0.19310163,0.415674255,-0.312266235,1.081118644
Dy2Pt1,66,-0.995045947,-0.941899203,-0.94101955,-0.70482871,-1.255162304,-1.422845425,-0.506384238,1.615044152,0.7348234,-0.680745662,-0.82490355,1.615044152,-0.571976145,-0.640819294,-0.071445574,1.10551686,1.737403464,2.612813488,-1.931570435,-1.155066805
Er1Mg1,16,-0.995045947,-0.941899203,-0.94101955,0.259195618,-1.255162304,1.86331865,-1.792095138,1.83848117,-3.323038725,-1.357442381,-0.82490355,1.838481171,-0.967920822,-0.731669374,-1.7539772,2.105894219,1.959146386,2.191695135,2.409413777,-1.155066805
Dy1Fe3,605,1.465730671,1.508715309,1.385189411,-0.120540856,1.022399734,-0.19982468,0.136471213,-0.138256026,-0.773208796,0.875656792,0.393980228,-0.138256028,-0.520886509,-0.437887526,-0.868434239,-0.144954839,0.028308316,0.420251629,-0.270038129,1.646283471
Er1Gd1,193,-0.995045947,-0.941899203,-0.94101955,-1.053173635,-1.255162304,-0.834733923,-1.577809988,2.453571195,-0.360580716,-0.951424349,-1.434345439,2.453571196,-0.967920822,-1.006651428,-1.948796651,2.105894219,2.592690506,3.345193233,-0.816401514,-1.155066805
Ni1Pt1,100,-0.944860935,-0.481038317,-0.94101955,0.283498752,-1.185489496,-1.206697748,1.850752413,-0.573764249,1.927918096,-0.545406318,-0.82490355,-0.57376425,-0.967920822,0.18185094,1.150603713,-0.895237858,-0.388782278,-0.087836819,-1.261124722,-1.069370812
Mn27Zn73,140,-0.651477557,-0.941769578,-0.103584324,0.340854149,-0.371861304,0.65240955,1.915037958,-0.477111397,-1.418601434,-0.667211727,1.612864005,-0.477111395,-0.674155417,-0.010632756,-0.60277135,1.295588558,-0.269589399,-0.994156753,0.810654444,-0.068626366
Gd2Pt1,155,-0.995045947,-0.941899203,-0.94101955,-0.729131844,-1.255162304,-1.553845849,-0.220670704,1.68069724,0.7348234,-0.680745662,-0.82490355,1.68069724,-0.571976145,-0.587818218,-0.106867292,1.10551686,1.848844712,2.612813488,-2.049039376,-1.155066805
Ge8Pr5,14,-0.995045947,-0.941899203,-0.94101955,-1.104583887,-1.255162304,-0.137701085,0.845260555,1.95898819,0.550944825,-0.451709849,-0.82490355,1.95898819,-0.571976145,-0.6602834,-0.709036506,0.25904371,1.677880947,1.925503267,-0.140643407,-1.155066805
Dy1Mn2,43,-0.146728936,-0.941579141,1.126721749,-1.089628336,-0.371861304,-0.076811534,-0.363527471,0.108032746,-1.065927861,1.214005151,1.003422116,0.108032746,-0.674155417,-0.575534439,-1.364338297,0.105139501,0.271534966,0.452293243,-0.106546516,-0.068626366
Ho1Pt1,16,-0.995045947,-0.941899203,-0.94101955,-0.536732031,-1.255162304,-1.765595612,0.136471213,1.168944394,1.282525458,-0.545406318,-0.82490355,1.168944394,-0.571976145,-0.413288791,-0.053734715,0.605328181,1.342191965,2.246623616,-1.929347903,-1.155066805
Pd2Tb3,40,-0.995045947,-0.941899203,-0.94101955,-0.623008157,-1.255162304,-0.414801091,-0.077813937,1.436020607,-0.275939059,-0.139388287,-1.434345439,1.436020607,-0.571976145,-0.491293905,-0.230843307,0.905441388,1.594083963,1.960995516,-0.194851502,-1.155066805
Nd1Ni5,7.2,-0.91140426,-0.173797726,-0.94101955,0.336155543,-1.185489496,0.189995283,1.065040196,-0.441450359,0.71507368,-0.951424349,-1.434345439,-0.441450359,-0.571976145,-0.087082756,-0.868434239,-0.395049178,-0.261004116,-0.545574159,-0.064426826,-1.069370812
Gd1Pt1,67,-0.995045947,-0.941899203,-0.94101955,-0.554959381,-1.255162304,-1.865704842,0.350756363,1.249418582,1.282525458,-0.545406318,-0.82490355,1.249418582,-0.571976145,-0.386164711,-0.106867292,0.605328181,1.419208804,2.246623616,-2.049039376,-1.155066805
Gd4Nd1,145,-0.995045947,-0.941899203,-0.94101955,-1.058034262,-1.255162304,-0.903994276,-1.449238898,2.607974322,-0.360580716,-0.951424349,-1.434345439,2.607974321,-0.967920822,-1.042305564,-2.125905244,2.105894219,2.761153918,3.345193233,-0.852341481,-1.155066805
Mn23Nd6,437.5,0.014158773,-0.94151844,1.518879582,-1.08627618,-0.371861304,0.034136401,-0.092592224,-0.247815917,-1.199700596,1.624690057,1.003422116,-0.247815917,-0.674155417,-0.518134166,-1.506025171,-0.27431398,-0.069420737,-0.096360204,-0.145901592,-0.068626366
Ho5Sb3,86,-0.995045947,-0.941899203,-0.94101955,-0.972669502,-1.255162304,-0.646360361,-0.184956513,2.420396952,0.044112208,-0.342397302,-0.215461661,2.420396953,-0.610293372,-0.713921808,-0.461084477,0.98046969,2.35577473,3.015622348,-0.557883111,-1.155066805
Dy1Fe2,635,1.192311047,1.236424808,1.126721749,-0.222816546,1.022399734,-0.259136074,-0.077813937,0.148747412,-0.727361232,0.672647776,0.393980228,0.148747412,-0.520886509,-0.508191895,-0.868434239,0.105139501,0.307491243,0.74524514,-0.270038129,1.646283471
Pd3Sm7,183,-0.995045947,-0.941899203,-0.94101955,-0.716575225,-1.255162304,-0.418691206,-0.506384238,1.828258762,-0.297099473,-0.707813531,-0.82490355,1.828258762,-0.214348695,-0.702618549,-0.301686744,-0.895237858,1.974956253,2.307044945,-0.112834655,-1.155066805
Ce2Co17,1086,1.347235473,1.202933064,-0.94101955,0.78938768,0.562039002,0.109502867,0.937220984,-0.673952325,0.01807933,-0.865946869,-0.82490355,-0.673952325,-0.967920822,-0.184619504,-0.956988535,1.789985579,-0.453067969,0.199814962,-0.25664873,1.080050086
Fe3Sm1,651,1.465730671,1.508715309,1.385189411,-0.120540856,1.022399734,-0.18574682,0.136471213,-0.078501668,-0.773208796,0.875656792,0.393980228,-0.078501669,-0.163259059,-0.465993685,-0.956988535,-0.895237858,0.097099986,0.420251629,-0.236374902,1.646283471
C33Dy100,216,-0.995045947,-0.941899203,-0.94101955,-1.072077088,-1.255162304,-0.169234442,-1.792095138,1.204898629,0.019018025,-0.749941717,-0.82490355,1.204898629,-0.967920822,-0.48056523,0.406747625,2.105894219,1.418882784,2.118594826,0.664292589,-1.155066805
Ce1Pd1,6.525,-0.995045947,-0.941899203,-0.94101955,-0.482049978,-1.255162304,-0.392403465,0.565041513,1.484947317,-0.254778644,-0.139388287,-1.434345439,1.484947317,-0.571976145,-0.402719753,-0.39024104,-0.895237858,1.596143492,1.614946087,-0.287547344,-1.155066805
Co3Gd1,612,0.968337008,0.855974903,-0.94101955,0.480961719,0.562039002,-0.055192232,0.565041513,-0.205988833,-0.043174501,-0.951424349,-1.434345439,-0.205988833,-0.967920822,-0.294550792,-0.815301661,2.105894219,0.016658989,0.708626153,-0.233068209,1.080050086
Fe23Ho6,501,1.607154615,1.649555224,1.518879582,-0.067639636,1.022399734,-0.168377168,0.247308359,-0.299630649,-0.796923053,0.980661455,0.393980228,-0.29963065,-0.520886509,-0.396298345,-0.85072338,-0.27431398,-0.113380468,0.252151537,-0.267815597,1.646283471
Ru2Tb1,52,-0.994986564,-0.941899203,-0.94101955,0.068821066,-1.255100473,-0.417944618,0.207899596,0.597227548,0.485835858,2.026041214,1.003422116,0.597227549,-0.967920822,-0.444902375,-0.230843307,2.105894219,0.815591495,1.038197038,-0.436619604,-1.154990754
Ga1Gd1,191.5,-0.995045947,-0.941899203,-0.94101955,-1.016718933,-1.255162304,-0.47333416,0.565041513,1.604111923,-0.582765067,-0.951424349,-1.434345439,1.604111922,0.69249234,-0.204059249,-0.939277676,0.605328181,1.681773094,2.246623616,-0.384308792,-1.155066805
B2Mn1,146.5,-0.570887441,-0.941739172,0.0928511,-1.154436694,-0.371861304,0.509305038,-1.077811304,-1.693752374,-1.037713975,0.131290401,1.003422116,-1.693752373,-0.316527966,0.858487621,0.087952159,-0.895237858,-1.721420845,-0.518109919,0.713513539,-0.068626366
Pr1Tb3,163.5,-0.995045947,-0.941899203,-0.94101955,-1.047097851,-1.255162304,-0.821086786,-1.792095138,2.620202706,-0.360580716,-0.342397302,-0.82490355,2.620202706,-0.967920822,-1.143300674,-2.125905244,2.105894219,2.755066819,3.345193233,-0.807945051,-1.155066805
Fe3Sn1,743,1.465730671,1.508715309,1.385189411,0.11033892,1.022399734,-0.025268278,1.207896963,-0.076884477,-0.397611441,1.078665808,-0.215461661,-0.076884478,0.156051165,-0.299367655,0.442169344,-0.895237858,-0.163129511,-0.527264666,0.147364199,1.646283471
In1Nd2,112,-0.995045947,-0.941899203,-0.94101955,-0.907354829,-1.255162304,-0.619493032,-0.363527471,2.416496646,-0.508703617,-0.951424349,-1.434345439,2.416496644,-0.265438331,-0.739338942,-1.098675409,1.10551686,2.536824045,2.210004629,-0.451472621,-1.155066805
Gd4Sb3,260,-0.995045947,-0.941899203,-0.94101955,-0.983736108,-1.255162304,-0.748835332,0.289532034,2.517808991,0.101925483,-0.255393438,-0.215461661,2.517808991,-0.610293372,-0.635572633,-0.514217054,0.819694757,2.415464242,2.968540793,-0.677574584,-1.155066805
Gd1Sc1,264.5,-0.995045947,-0.941894288,-0.94101955,-1.034946284,-1.255162304,-0.743103146,-1.363524838,1.878273586,-0.698089325,-0.951424349,-1.434345439,1.878273585,-0.967920822,-0.925185656,-1.736266341,2.105894219,2.024100978,2.246623616,-0.706846955,-1.155066805
Cm1Sb1,162,-0.995042216,-0.695750828,-0.94101955,-1.016718933,-1.255157125,-1.654196889,0.565041513,1.506744548,-0.350000509,0.266629745,-0.82490355,1.506744549,-0.610293372,-1.707575073,-0.337108462,0.605328181,1.226081556,0.296662547,-1.796158615,-1.155060434
Er3In1,51,-0.995045947,-0.941899203,-0.94101955,-0.962036881,-1.255162304,-0.619394797,-0.720669388,2.151861669,-0.471672892,-0.951424349,-1.434345439,2.15186167,-0.265438331,-0.697623977,-0.921566816,1.3556112,2.273914658,2.49380178,-0.415532655,-1.155066805
C33Gd100,350,-0.995045947,-0.941899203,-0.94101955,-1.099486638,-1.255162304,-0.316979281,-1.46986183,1.278943466,0.019018025,-0.749941717,-0.82490355,1.278943465,-0.967920822,-0.420789581,0.371325907,2.105894219,1.544568402,2.118594826,0.546823648,-1.155066805
Ho1Ru2,18,-0.994986564,-0.941899203,-0.94101955,0.076922111,-1.255100473,-0.389743558,0.207899596,0.556210095,0.485835858,1.755362526,1.612864005,0.556210096,-0.967920822,-0.427443196,-0.195421588,2.105894219,0.784069739,1.038197038,-0.386043451,-1.154990754
Te300U89,12,-0.995045947,-0.941899203,-0.94101955,-1.074584134,-1.255162304,-0.845979707,1.611127631,2.403916528,1.684472696,1.484683839,-1.434345439,2.403916527,0.168823573,-0.570332912,-0.106867292,1.419259888,1.919565787,-0.644534854,-1.651965083,-1.155066805
Co2Mg1,321,0.750183347,0.656211113,-0.94101955,1.182714722,0.562039002,1.646294413,0.207899596,-0.310577362,-2.053413864,-1.222103037,-0.82490355,-0.310577362,-0.967920822,-0.188626582,-0.62048221,2.105894219,-0.10665292,0.232579319,2.992747082,1.080050086
B4Pr1,24,-0.995045947,-0.941899203,-0.94101955,-1.138234605,-1.255162304,0.342365642,-1.792095138,-1.015420471,-0.74993234,-0.951424349,-1.434345439,-1.01542047,-0.610293372,0.905390456,-0.655903928,-0.295011442,-1.10557048,0.444969445,0.060468624,-1.155066805
Mn23Tb6,455,0.014158773,-0.94151844,1.518879582,-1.103875001,-0.371861304,0.031022058,-0.092592224,-0.322607953,-1.199700596,1.792697518,0.393980228,-0.322607953,-0.674155417,-0.487249482,-1.382049156,-0.27431398,-0.13659081,-0.096360204,-0.154900136,-0.068626366
Dy1Pt1,23,-0.995045947,-0.941899203,-0.94101955,-0.536732031,-1.255162304,-1.767454524,0.136471213,1.200178766,1.282525458,-0.545406318,-0.82490355,1.200178766,-0.571976145,-0.425915518,-0.071445574,0.605328181,1.335627868,2.246623616,-1.931570435,-1.155066805
Gd9Th1,245,-0.995045947,-0.941899203,-0.94101955,-1.000921896,-1.255162304,-0.935858754,-1.320667808,2.54709938,-0.466382788,-0.870220743,-0.82490355,2.54709938,-0.571976145,-1.002180632,-1.842531496,1.805781011,2.711816304,2.823372665,-0.964714861,-1.155066805
Mn1Zn3,400,-0.676927067,-0.94177918,-0.165616563,0.38071129,-0.371861304,0.663390735,1.957894988,-0.461132577,-1.418601434,-0.748415334,1.612864005,-0.461132575,-0.674155417,-0.001938086,-0.60277135,1.3556112,-0.253326783,-0.994156753,0.810654444,-0.068626366
Ho1Tb1,74,-0.995045947,-0.941899203,-0.94101955,-1.053173635,-1.255162304,-0.772210993,-1.792095138,2.44383236,-0.360580716,-0.545406318,-0.82490355,2.44383236,-0.967920822,-1.071562158,-1.948796651,2.105894219,2.601365486,3.345193233,-0.741648552,-1.155066805
Ho1Mn2,25,-0.146728936,-0.941579141,1.126721749,-1.089628336,-0.371861304,-0.075572259,-0.363527471,0.087209831,-1.065927861,1.214005151,1.003422116,0.087209832,-0.674155417,-0.567116621,-1.346627438,0.105139501,0.275911031,0.452293243,-0.104323984,-0.068626366
Fe2Lu1,589,1.192311047,1.237584375,1.126721749,-0.206614456,1.022399734,-0.314903445,0.065042829,0.049100029,-0.727361232,0.672647776,0.393980228,0.049100027,-0.520886509,-0.369890263,-0.779879943,0.105139501,0.23188668,0.74524514,-0.370052063,1.646283471
Fe23Gd6,659,1.607154615,1.649555224,1.518879582,-0.075181989,1.022399734,-0.209801677,0.335978076,-0.266330985,-0.796923053,0.980661455,0.393980228,-0.266330986,-0.520886509,-0.385074588,-0.903855957,-0.27431398,-0.081511431,0.252151537,-0.38750707,1.646283471
Co2Ho1,82,0.750183347,0.656211113,-0.94101955,0.319953454,0.562039002,-0.085667816,0.207899596,0.045833196,-0.078441858,-0.951424349,-1.434345439,0.045833197,-0.967920822,-0.390030672,-0.762169083,2.105894219,0.264365267,1.001578051,-0.113376736,1.080050086
Ge1Nd1,26.5,-0.995045947,-0.941899203,-0.94101955,-1.077476587,-1.255162304,-0.248859161,0.350756363,2.098624845,0.380033786,-0.545406318,-0.82490355,2.098624843,-0.571976145,-0.760009361,-0.691325647,0.605328181,1.889204096,2.191695135,-0.115924516,-1.155066805
S2Ta1,0.9,-0.995045947,-0.941899203,0.0928511,-0.846596993,-1.255162304,-0.695723551,-1.363524838,1.334156789,1.831920349,1.214005151,-0.82490355,1.33415679,1.062892199,-0.34420033,0.955784261,-0.895237858,0.386014465,-1.195561182,-1.279555474,-1.155066805
Cr1O2,396,-0.995045947,-0.941899203,0.0928511,-0.854698038,-1.255162304,1.455415853,-1.077811304,-1.247280383,1.023310382,-0.680745662,1.003422116,-1.247280382,1.803691918,2.154582175,2.762291902,-0.895237858,-1.39727154,-1.122323208,1.488526666,-1.155066805
Au1Fe1,174,0.645471798,0.691843805,0.609786424,2.47078084,1.022399734,-1.411586159,1.636467263,-0.359901677,1.191958885,0.266629745,0.393980228,-0.359901678,-0.916831187,0.179045001,1.469399179,-0.895237858,-0.183914777,-0.911764031,-1.506091101,1.646283471
B2Tb1,150,-0.995045947,-0.941899203,-0.94101955,-1.138234605,-1.255162304,0.153935406,-1.792095138,-0.505186746,-0.685040403,-0.680745662,-0.82490355,-0.505186745,-0.610293372,0.601900058,-0.514217054,0.105139501,-0.550813179,0.928340076,0.076188971,-1.155066805
Nd5Sb3,60,-0.995045947,-0.941899203,-0.94101955,-0.934695855,-1.255162304,-0.689829439,-0.184956513,2.723238953,0.044112208,-0.342397302,-0.215461661,2.723238952,-0.610293372,-0.839955249,-0.62048221,0.98046969,2.617787619,3.015622348,-0.59946072,-1.155066805
Dy1Os2,15.5,-0.995045947,-0.941899203,-0.94101955,-0.133705053,-1.255162304,-2.112063623,-0.077813937,0.65878616,0.485835858,1.755362526,1.612864005,0.658786159,-0.967920822,-2.525974044,-0.213132448,2.105894219,0.869734071,1.880433744,-1.931570435,-1.155066805
Er1N1,5,-0.995045947,-0.941899203,-0.94101955,-1.101779903,-1.255162304,0.380949408,-1.792095138,1.134493522,-0.963652525,-0.139388287,-0.215461661,1.134493524,-0.967920822,0.630707702,1.310001446,2.105894219,0.310735065,1.093125519,0.637080125,-1.155066805
Ho2In1,138,-0.995045947,-0.941899203,-0.94101955,-0.947860053,-1.255162304,-0.573126016,-0.363527471,2.093465178,-0.508703617,-0.951424349,-1.434345439,2.093465179,-0.265438331,-0.604903271,-0.939277676,1.10551686,2.257343629,2.210004629,-0.409895013,-1.155066805
Gd1Ni1,71,-0.944860935,-0.481038317,-0.94101955,-0.239018635,-1.185489496,-0.271120769,0.136471213,0.720071725,0.284811921,-0.951424349,-1.434345439,0.720071724,-0.571976145,-0.423109579,-0.762169083,0.605328181,0.900125447,1.010732798,-0.142540691,-1.069370812
Gd3Pd2,38,-0.995045947,-0.941899203,-0.94101955,-0.630299098,-1.255162304,-0.484170259,0.179328243,1.458758217,-0.275939059,-0.626609924,-0.82490355,1.458758217,-0.571976145,-0.427318488,-0.248554166,0.905441388,1.629765008,1.960995516,-0.263966822,-1.155066805
Au1In2,35,-0.995045947,-0.941899203,-0.94101955,1.07740114,-1.255162304,-1.106800101,2.493607863,1.103676444,0.561590141,-0.951424349,-1.434345439,1.103676446,0.130506347,0.379046121,1.380844883,-0.895237858,1.256380426,-0.463181438,-1.648170517,-1.155066805
Co2Zr1,120,0.750183347,0.656211113,-0.94101955,0.368559722,0.562039002,-0.081224562,0.493613129,-0.295305898,-0.078441858,-0.680745662,-0.82490355,-0.295305898,-0.967920822,-0.307411347,-0.585060491,2.105894219,-0.113033499,-0.115301059,-0.105408146,1.080050086
Dy2Ni17,170,-0.905241189,-0.117200775,-0.94101955,0.426759334,-1.185489496,0.269832266,1.275565958,-0.72964942,0.794332425,-0.951424349,-1.434345439,-0.729649419,-0.571976145,0.016955239,-0.726747365,-0.579329218,-0.54483192,-0.832262283,-0.02507175,-1.069370812
Bk1N1,87,-0.995042216,-0.695750828,-0.94101955,-1.174689306,-1.255157125,-0.650021511,-1.792095138,0.217353368,-1.492662884,0.266629745,-0.82490355,0.217353369,-0.967920822,-0.485027307,1.416266601,0.605328181,-0.714446217,-1.51597732,-0.595557737,-1.155060434
Ni9Ti1,553,-0.904712925,-0.11234612,-0.94101955,0.453620693,-1.185489496,0.318254189,1.379325083,-0.965039904,0.737644789,-0.870220743,-0.82490355,-0.965039903,-0.571976145,0.059081742,-0.15999987,-0.59512465,-0.770950527,-1.318234789,0.229110006,-1.069370812
Cu3Fe7,505,1.301678896,1.345341008,1.230108814,1.990793938,1.022399734,0.146200517,1.293611023,-0.974028415,-0.312123367,0.510240564,1.003422116,-0.974028416,-0.916831187,0.003786031,0.335904188,-0.895237858,-0.78394881,-0.68655726,0.490393021,1.646283471
Ga1Pr1,32,-0.995045947,-0.941899203,-0.94101955,-0.974188448,-1.255162304,-0.428674925,0.350756363,1.814852246,-0.582765067,-0.951424349,-1.434345439,1.814852245,0.69249234,-0.348471593,-1.06325369,0.605328181,1.864876287,2.246623616,-0.330913819,-1.155066805
Ga2Gd1,180,-0.995045947,-0.941899203,-0.94101955,-0.996466321,-1.255162304,-0.321069593,1.207896963,1.291064378,-0.656826517,-0.951424349,-1.434345439,1.291064377,0.69249234,0.058296079,-0.939277676,0.105139501,1.339658615,1.880433744,-0.384308792,-1.155066805
Ce20Si27,35,-0.995045947,-0.941899203,-0.94101955,-1.102269069,-1.255162304,-0.277166334,-1.609724797,1.869175855,0.655659438,-0.139388287,-1.434345439,1.869175856,-0.546431327,-0.633437617,-0.921566816,-0.895237858,1.376233446,1.830569591,-0.257082394,-1.155066805
Br3Cr1,34.422,-0.995045947,-0.941899203,-0.165616563,-0.934695855,-1.255162304,0.348894505,1.957894988,1.447113174,4.071468069,2.093710886,-0.82490355,1.447113175,1.139526653,0.576459542,1.912170659,-0.895237858,1.18944755,-0.087836819,0.462150604,-1.155066805
Co3Nd1,381,0.968337008,0.855974903,-0.94101955,0.505264853,0.562039002,-0.022525248,0.457898938,-0.125089126,-0.043174501,-0.951424349,-1.434345439,-0.125089127,-0.967920822,-0.358526209,-0.921566816,2.105894219,0.082955725,0.708626153,-0.154954344,1.080050086
